"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
27,"State-gov",271328,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
36,NA,28160,"HS-grad",9,"Divorced",NA,"Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private",168407,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",5721,0,44,"United-States","<=50K"
27,"Private",199172,"Bachelors",13,"Never-married","Protective-serv","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Self-emp-not-inc",328216,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private",142022,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States","<=50K"
36,"Private",180859,"Assoc-voc",11,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,38,"United-States","<=50K"
48,"Self-emp-not-inc",218835,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"England","<=50K"
59,"Private",196482,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Private",27051,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,44,"United-States","<=50K"
32,"Private",316470,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"Mexico","<=50K"
75,"Self-emp-not-inc",213349,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States","<=50K"
44,"Federal-gov",344060,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
22,NA,210802,"Some-college",10,"Never-married",NA,"Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
45,"Private",194698,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Federal-gov",171928,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"Japan","<=50K"
59,NA,87247,"10th",6,"Divorced",NA,"Not-in-family","White","Female",0,0,40,"England","<=50K"
35,NA,200426,"HS-grad",9,"Married-civ-spouse",NA,"Wife","White","Female",0,0,12,"United-States","<=50K"
34,"Private",197886,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
38,"Private",223433,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",229741,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",136343,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",394927,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
54,"Private",285854,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
56,"Private",184553,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,56,"United-States","<=50K"
75,"Self-emp-not-inc",36325,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","<=50K"
45,"Federal-gov",222011,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",206280,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
62,"Private",160143,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States",">50K"
28,"Private",50814,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private",48014,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
63,"Private",37792,"10th",6,"Widowed","Other-service","Not-in-family","White","Female",0,0,31,"United-States","<=50K"
27,"Private",335421,"Masters",14,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
26,"Private",151626,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,45,"United-States","<=50K"
27,"Private",240172,"Bachelors",13,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
50,"Private",200960,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
59,"Private",43221,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",">50K"
52,"Local-gov",278522,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
31,"Local-gov",158092,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
32,"Private",440129,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,38,"Mexico","<=50K"
22,"State-gov",477505,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
72,NA,108796,"Prof-school",15,"Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"United-States",">50K"
20,"Private",190429,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
69,"Self-emp-not-inc",107548,"9th",5,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"State-gov",120781,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
38,"Local-gov",193026,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
34,"Private",143083,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,18,"United-States","<=50K"
37,"Private",176293,"Some-college",10,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
27,"Self-emp-not-inc",357283,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
36,"Private",306646,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
17,"Private",72321,"11th",7,"Never-married","Other-service","Other-relative","White","Female",0,0,12,"United-States","<=50K"
39,"Private",30916,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
48,"Private",224870,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","Other","Female",0,0,38,"Ecuador","<=50K"
25,"Private",144478,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"Poland","<=50K"
49,"Private",175958,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,80,"United-States",">50K"
35,"Private",189240,"Some-college",10,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
17,"Private",73338,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","<=50K"
59,"Private",106748,"7th-8th",4,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,99,"United-States","<=50K"
53,"Private",68898,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",192704,"12th",8,"Never-married","Exec-managerial","Not-in-family","White","Male",4650,0,50,"United-States","<=50K"
51,NA,146325,"HS-grad",9,"Married-civ-spouse",NA,"Husband","White","Male",0,0,28,"United-States","<=50K"
58,"State-gov",200316,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",197583,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,NA,">50K"
48,"Private",315423,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
64,"State-gov",264544,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,5,"United-States",">50K"
35,NA,117528,"Assoc-voc",11,"Married-civ-spouse",NA,"Wife","White","Female",0,0,40,"United-States",">50K"
19,"Private",93518,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
30,"Private",275232,"Assoc-acdm",12,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,36,"United-States","<=50K"
68,"Private",50351,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",6360,0,20,"United-States","<=50K"
29,"Private",1268339,"HS-grad",9,"Married-spouse-absent","Tech-support","Own-child","Black","Male",0,0,40,"United-States","<=50K"
28,"Private",452808,"10th",6,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
55,NA,208640,"HS-grad",9,"Married-civ-spouse",NA,"Husband","White","Male",0,0,30,"United-States",">50K"
52,NA,248113,"Preschool",1,"Married-spouse-absent",NA,"Other-relative","White","Male",0,0,40,"Mexico","<=50K"
20,"Private",183594,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States","<=50K"
42,"Self-emp-not-inc",308279,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,21,"United-States","<=50K"
35,"Private",86648,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
26,"Private",192652,"Bachelors",13,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Private",176602,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
59,"Local-gov",147707,"HS-grad",9,"Widowed","Farming-fishing","Unmarried","White","Male",0,2339,40,"United-States","<=50K"
60,"Private",367695,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
41,"Self-emp-not-inc",443508,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
44,"Self-emp-not-inc",127482,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,50,"England",">50K"
58,"Self-emp-not-inc",93664,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
63,"Self-emp-not-inc",147140,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",">50K"
36,"Private",416745,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
39,"Self-emp-not-inc",231180,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
27,"Private",300783,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,42,"United-States",">50K"
31,"Private",191834,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
27,"Private",204497,"10th",6,"Divorced","Transport-moving","Not-in-family","Amer-Indian-Eskimo","Male",0,0,75,"United-States","<=50K"
76,"Private",199949,"9th",5,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,13,"United-States","<=50K"
20,"Private",221095,"HS-grad",9,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
46,"Private",28334,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"Private",174714,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private",144608,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Private",138497,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
22,"Private",208946,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,25,"United-States","<=50K"
23,"Private",192812,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"Private",365640,"HS-grad",9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,45,NA,"<=50K"
17,"Private",151799,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
29,"Private",118230,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
59,"Private",206487,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
44,"Self-emp-not-inc",38876,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Self-emp-not-inc",210364,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,80,"United-States",">50K"
39,"Private",238008,"HS-grad",9,"Widowed","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"State-gov",126822,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,15,"United-States","<=50K"
37,"Local-gov",105266,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",230329,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Canada",">50K"
20,"Private",49179,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
58,"Private",186385,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,8,"United-States","<=50K"
43,"Private",62857,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Local-gov",149184,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,97,"United-States",">50K"
41,"Private",188615,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Private",72896,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",216129,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
63,NA,401531,"1st-4th",2,"Married-civ-spouse",NA,"Husband","White","Male",0,0,35,"United-States","<=50K"
29,"Private",29361,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
38,"State-gov",31352,"Some-college",10,"Divorced","Protective-serv","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States",">50K"
29,"Private",663394,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","Black","Male",0,0,40,"United-States","<=50K"
47,"Private",188330,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,25,"United-States","<=50K"
25,"Private",221757,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",3325,0,45,"United-States","<=50K"
29,"Private",151476,"Some-college",10,"Separated","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"Private",88126,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,9,"England","<=50K"
31,"Private",113364,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
17,"Private",93235,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,1721,25,"United-States","<=50K"
19,"Private",159796,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States","<=50K"
18,"Private",217743,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",301568,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States",">50K"
38,"State-gov",364958,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",3464,0,40,"United-States","<=50K"
59,"Private",186385,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",703107,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
51,"Private",155408,"HS-grad",9,"Married-spouse-absent","Sales","Not-in-family","Black","Female",0,0,38,"United-States","<=50K"
18,"Private",157273,"10th",6,"Never-married","Other-service","Other-relative","Black","Male",0,0,15,"United-States","<=50K"
29,NA,256211,"1st-4th",2,"Never-married",NA,"Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
20,"Private",117476,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",115422,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Private",168071,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,50,"United-States",">50K"
19,"Private",216937,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Other","Female",0,0,60,"Guatemala","<=50K"
40,"Private",283724,"9th",5,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,49,"United-States","<=50K"
32,"Private",107417,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,37,"United-States","<=50K"
40,"Private",236021,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"State-gov",201556,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
42,"Self-emp-not-inc",64632,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
34,"Private",195488,"HS-grad",9,"Separated","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
51,"Private",177669,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
57,"Private",133126,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
47,"Private",168283,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
50,"Private",150941,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,44,"United-States","<=50K"
53,"Private",242859,"Some-college",10,"Separated","Adm-clerical","Own-child","White","Male",0,0,40,"Cuba","<=50K"
24,"Private",155818,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
29,"Private",176760,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,55,"United-States","<=50K"
41,"Self-emp-not-inc",200574,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,"United-States",">50K"
46,"Private",199316,"Some-college",10,"Married-civ-spouse","Craft-repair","Other-relative","Asian-Pac-Islander","Male",0,0,40,"India","<=50K"
38,"Private",207202,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States",">50K"
46,"Private",375606,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
69,"Private",130413,"Bachelors",13,"Widowed","Exec-managerial","Not-in-family","White","Female",2346,0,15,"United-States","<=50K"
37,"Private",164320,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
79,"Self-emp-inc",309272,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
17,"Private",218124,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
34,"Private",265807,"Some-college",10,"Separated","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
25,"Private",267431,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,55,"United-States","<=50K"
46,"State-gov",193047,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,37,"United-States","<=50K"
44,"Self-emp-not-inc",172479,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",15024,0,60,"United-States",">50K"
21,"Private",198259,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
21,"Private",197583,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
59,NA,254765,"Some-college",10,"Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",228265,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,30,"United-States","<=50K"
23,NA,281668,"10th",6,"Never-married",NA,"Own-child","Black","Female",0,0,40,"United-States","<=50K"
23,"State-gov",298871,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"Vietnam","<=50K"
19,"Private",286469,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
42,"Self-emp-not-inc",201522,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
44,"Private",187720,"Assoc-voc",11,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",282604,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",7688,0,60,"United-States",">50K"
47,"Self-emp-inc",120131,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Cuba",">50K"
49,"Private",143482,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
20,NA,235442,"Some-college",10,"Never-married",NA,"Own-child","White","Male",0,0,35,"United-States","<=50K"
25,"Private",367306,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
52,"Private",202071,"HS-grad",9,"Widowed","Craft-repair","Own-child","White","Female",0,0,40,"United-States","<=50K"
60,"Private",188236,"10th",6,"Widowed","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"State-gov",172327,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
70,"Private",195739,"10th",6,"Widowed","Craft-repair","Unmarried","White","Male",0,0,45,"United-States","<=50K"
32,"Self-emp-not-inc",33417,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
32,"Private",153963,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
39,"Private",185520,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
32,"Private",194740,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
32,"Private",222548,"HS-grad",9,"Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
38,"Private",106838,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",280167,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
24,"Private",177526,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Private",155664,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,NA,188711,"Some-college",10,"Divorced",NA,"Not-in-family","White","Male",0,0,30,"United-States","<=50K"
39,"Private",211440,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
42,"Private",319588,"Bachelors",13,"Married-spouse-absent","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
36,"Private",296999,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
50,"Self-emp-not-inc",156951,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3103,0,40,"United-States",">50K"
48,"Self-emp-inc",369522,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,25,"United-States",">50K"
35,"Self-emp-not-inc",98360,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",126010,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Private",213296,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
32,"Private",157287,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
59,"Private",333270,"Masters",14,"Married-civ-spouse","Craft-repair","Wife","Asian-Pac-Islander","Female",0,0,35,"Philippines","<=50K"
38,"Private",183279,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States",">50K"
39,"Self-emp-inc",131288,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",5178,0,48,"United-States",">50K"
21,NA,300812,"Some-college",10,"Never-married",NA,"Own-child","White","Male",0,0,30,"United-States","<=50K"
53,"Federal-gov",177212,"Some-college",10,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
38,"Private",156728,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
18,"Private",183824,"12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K"
29,"Private",200381,"11th",7,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"State-gov",30575,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Private",342164,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,37,"United-States","<=50K"
30,"Private",370183,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",129010,"12th",8,"Never-married","Craft-repair","Own-child","White","Male",0,0,10,"United-States","<=50K"
63,"Private",134699,"HS-grad",9,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
19,"Private",198663,"HS-grad",9,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private",106758,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
30,"Private",53158,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",172129,"9th",5,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Local-gov",30682,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
23,NA,296613,"Some-college",10,"Never-married",NA,"Own-child","White","Female",0,0,32,"United-States","<=50K"
30,"Local-gov",154950,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,72,"United-States",">50K"
40,"Private",187702,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Private",153486,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
33,"Private",221324,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
24,"Private",438839,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private",247779,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,38,"United-States","<=50K"
24,"Private",182163,"11th",7,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"Germany","<=50K"
29,"Private",446559,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States","<=50K"
